"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Dec 24 10:02:34 UTC 2025","Wed Dec 24 10:02:34 UTC 2025","0","tests","test_complete_workflow","TestCompleteWorkflow","","","test_full_application_access_both_users[shashwatrane@codezyng.com-test1234]","Test full application access for both user types."
"broken","Wed Dec 24 10:02:49 UTC 2025","Wed Dec 24 10:02:49 UTC 2025","0","tests","test_dashboard_elements","TestDashboardElements","","","test_search_users_functionality","Test search users functionality on dashboard."
"broken","Wed Dec 24 10:04:05 UTC 2025","Wed Dec 24 10:04:05 UTC 2025","0","tests","test_security","TestSecurity","","","test_path_traversal_attempts","Test path traversal attack prevention."
"broken","Wed Dec 24 10:04:10 UTC 2025","Wed Dec 24 10:04:10 UTC 2025","0","tests","test_tasks","TestTasks","","","test_fill_task_form","Test filling task creation form."
"broken","Wed Dec 24 10:02:52 UTC 2025","Wed Dec 24 10:02:52 UTC 2025","0","tests","test_dashboard_elements","TestDashboardElements","","","test_dashboard_data_display","Test that dashboard displays actual data."
"broken","Wed Dec 24 10:02:57 UTC 2025","Wed Dec 24 10:02:57 UTC 2025","0","tests","test_data_validation","TestDataValidation","","","test_unicode_character_handling","Test Unicode character handling."
"broken","Wed Dec 24 10:04:31 UTC 2025","Wed Dec 24 10:04:31 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_username_with_spaces_at_both_ends_should_pass","Test that spaces at both ends of username are trimmed and login succeeds."
"broken","Wed Dec 24 10:03:03 UTC 2025","Wed Dec 24 10:03:03 UTC 2025","0","tests","test_edge_cases","TestEdgeCases","","","test_large_payload_handling","Test handling of large data payloads."
"broken","Wed Dec 24 10:02:41 UTC 2025","Wed Dec 24 10:02:41 UTC 2025","0","tests","test_comprehensive_login","TestLoginComprehensive","","","test_login_with_different_credentials[shishir@codezyng.com-test12345-False]","Test login with various credential combinations."
"broken","Wed Dec 24 10:03:50 UTC 2025","Wed Dec 24 10:03:50 UTC 2025","0","tests","test_reports_comprehensive","TestReportsComprehensive","","","test_pagination_errors_on_invalid_page","Test pagination errors on invalid page access."
"broken","Wed Dec 24 10:03:05 UTC 2025","Wed Dec 24 10:03:05 UTC 2025","0","tests","test_end_to_end","TestEndToEnd","","","test_complete_user_journey_admin","Test complete user journey for admin user."
"broken","Wed Dec 24 10:02:28 UTC 2025","Wed Dec 24 10:02:28 UTC 2025","0","tests","test_branch","TestBranch","","","test_branch_table_structure","Test branch table structure."
"broken","Wed Dec 24 10:03:18 UTC 2025","Wed Dec 24 10:03:18 UTC 2025","0","tests","test_login","","","","test_user_login_not_authorized",""
"broken","Wed Dec 24 10:02:53 UTC 2025","Wed Dec 24 10:02:53 UTC 2025","0","tests","test_data_validation","TestDataValidation","","","test_email_format_validation","Test email format validation."
"broken","Wed Dec 24 10:02:26 UTC 2025","Wed Dec 24 10:02:26 UTC 2025","0","tests","test_branch","TestBranch","","","test_fill_branch_form","Test filling branch creation form."
"broken","Wed Dec 24 10:02:32 UTC 2025","Wed Dec 24 10:02:32 UTC 2025","0","tests","test_complete_workflow","TestCompleteWorkflow","","","test_complete_reports_workflow","Test complete reports workflow."
"broken","Wed Dec 24 10:03:02 UTC 2025","Wed Dec 24 10:03:02 UTC 2025","0","tests","test_edge_cases","TestEdgeCases","","","test_multiple_tabs_sessions","Test behavior with multiple tabs."
"broken","Wed Dec 24 10:02:39 UTC 2025","Wed Dec 24 10:02:39 UTC 2025","0","tests","test_comprehensive_dashboard","TestDashboardComprehensive","","","test_dashboard_content_loading","Test that dashboard content loads properly."
"broken","Wed Dec 24 10:03:52 UTC 2025","Wed Dec 24 10:03:52 UTC 2025","0","tests","test_reports_comprehensive","TestReportsComprehensive","","","test_edit_report_functionality","Test editing an existing report."
"broken","Wed Dec 24 10:04:45 UTC 2025","Wed Dec 24 10:04:45 UTC 2025","0","tests","test_users","TestUsers","","","test_edit_user_functionality","Test editing a user."
"broken","Wed Dec 24 10:03:45 UTC 2025","Wed Dec 24 10:03:45 UTC 2025","0","tests","test_reports","TestReports","","","test_reports_page_refresh","Test that reports page works after refresh."
"broken","Wed Dec 24 10:03:39 UTC 2025","Wed Dec 24 10:03:39 UTC 2025","0","tests","test_positive_cases","TestPositiveCases","","","test_multiple_successful_logins","Test multiple successful login sessions."
"broken","Wed Dec 24 10:03:01 UTC 2025","Wed Dec 24 10:03:01 UTC 2025","0","tests","test_edge_cases","TestEdgeCases","","","test_browser_back_button","Test browser back button behavior."
"broken","Wed Dec 24 10:04:49 UTC 2025","Wed Dec 24 10:04:49 UTC 2025","0","tests","test_users_crud_comprehensive","TestUsersCRUDComprehensive","","","test_add_user_minimum_required_fields","Test adding user with only required fields."
"broken","Wed Dec 24 10:03:38 UTC 2025","Wed Dec 24 10:03:38 UTC 2025","0","tests","test_positive_cases","TestPositiveCases","","","test_logout_functionality","Test logout works correctly."
"broken","Wed Dec 24 10:03:15 UTC 2025","Wed Dec 24 10:03:15 UTC 2025","0","tests","test_invalid_login","TestInvalidLogin","","","test_login_with_numeric_only_credentials","Test login with numeric-only credentials."
"broken","Wed Dec 24 10:02:50 UTC 2025","Wed Dec 24 10:02:50 UTC 2025","0","tests","test_dashboard_elements","TestDashboardElements","","","test_areas_by_checked_in_users_section","Test Areas by Checked-In Users section."
"broken","Wed Dec 24 10:02:35 UTC 2025","Wed Dec 24 10:02:35 UTC 2025","0","tests","test_comprehensive_dashboard","TestDashboardComprehensive","","","test_dashboard_elements_present","Test that dashboard has all expected elements."
"broken","Wed Dec 24 10:03:30 UTC 2025","Wed Dec 24 10:03:30 UTC 2025","0","tests","test_performance","TestPerformance","","","test_login_response_time","Test login response time."
"broken","Wed Dec 24 10:04:35 UTC 2025","Wed Dec 24 10:04:35 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_password_case_sensitive_mixed_case_should_fail","Test that password with different case should fail (password is case-sensitive)."
"broken","Wed Dec 24 10:04:42 UTC 2025","Wed Dec 24 10:04:42 UTC 2025","0","tests","test_users","TestUsers","","","test_users_filter_by_status","Test filtering users by status."
"broken","Wed Dec 24 10:03:29 UTC 2025","Wed Dec 24 10:03:29 UTC 2025","0","tests","test_pagination_comprehensive","TestPaginationComprehensive","","","test_pagination_with_filter","Test pagination works with filters."
"broken","Wed Dec 24 10:03:45 UTC 2025","Wed Dec 24 10:03:45 UTC 2025","0","tests","test_reports","TestReports","","","test_reports_table_structure","Test reports table structure."
"broken","Wed Dec 24 10:03:28 UTC 2025","Wed Dec 24 10:03:28 UTC 2025","0","tests","test_pagination_comprehensive","TestPaginationComprehensive","","","test_pagination_url_updates","Test pagination updates URL."
"broken","Wed Dec 24 10:04:32 UTC 2025","Wed Dec 24 10:04:32 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_password_with_spaces_at_end_should_pass","Test that spaces at end of password are trimmed and login succeeds."
"broken","Wed Dec 24 10:04:20 UTC 2025","Wed Dec 24 10:04:20 UTC 2025","0","tests","test_tasks_comprehensive","TestTasksComprehensive","","","test_task_due_date_validation","Test task due date validation."
"broken","Wed Dec 24 10:04:31 UTC 2025","Wed Dec 24 10:04:31 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_password_with_spaces_at_beginning_should_pass","Test that spaces at beginning of password are trimmed and login succeeds."
"broken","Wed Dec 24 10:02:55 UTC 2025","Wed Dec 24 10:02:55 UTC 2025","0","tests","test_data_validation","TestDataValidation","","","test_special_character_handling","Test special character handling in inputs."
"broken","Wed Dec 24 10:02:34 UTC 2025","Wed Dec 24 10:02:34 UTC 2025","0","tests","test_complete_workflow","TestCompleteWorkflow","","","test_full_application_access_both_users[shishir@codezyng.com-test12345]","Test full application access for both user types."
"broken","Wed Dec 24 10:02:22 UTC 2025","Wed Dec 24 10:02:22 UTC 2025","0","tests","test_accessibility","TestAccessibility","","","test_responsive_design_accessibility","Test accessibility on different screen sizes."
"broken","Wed Dec 24 10:04:48 UTC 2025","Wed Dec 24 10:04:48 UTC 2025","0","tests","test_users","TestUsers","","","test_cancel_user_form","Test canceling user form."
"broken","Wed Dec 24 10:02:30 UTC 2025","Wed Dec 24 10:02:30 UTC 2025","0","tests","test_branch","TestBranch","","","test_cancel_branch_form","Test canceling branch form."
"broken","Wed Dec 24 10:04:02 UTC 2025","Wed Dec 24 10:04:02 UTC 2025","0","tests","test_security","TestSecurity","","","test_password_visibility_toggle","Test password field masking."
"broken","Wed Dec 24 10:04:21 UTC 2025","Wed Dec 24 10:04:21 UTC 2025","0","tests","test_ui_elements","TestUIElements","","","test_input_fields_functionality","Test input field functionality."
"broken","Wed Dec 24 10:03:16 UTC 2025","Wed Dec 24 10:03:16 UTC 2025","0","tests","test_login","","","","test_login_page_loads","
    Login page should load successfully
    "
"broken","Wed Dec 24 10:03:46 UTC 2025","Wed Dec 24 10:03:46 UTC 2025","0","tests","test_reports","TestReports","","","test_reports_direct_url_access","Test direct URL access to reports page when logged in."
"broken","Wed Dec 24 10:02:38 UTC 2025","Wed Dec 24 10:02:38 UTC 2025","0","tests","test_comprehensive_dashboard","TestDashboardComprehensive","","","test_dashboard_access_with_both_users[shashwatrane@codezyng.com-test1234]","Test dashboard access with both user accounts."
"broken","Wed Dec 24 10:04:37 UTC 2025","Wed Dec 24 10:04:37 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_various_username_password_combinations[SHASHWATRANE@CODEZYNG.COM-test1234-True]","Test various combinations of username and password normalization."
"broken","Wed Dec 24 10:02:56 UTC 2025","Wed Dec 24 10:02:56 UTC 2025","0","tests","test_data_validation","TestDataValidation","","","test_phone_number_validation","Test phone number format validation."
"broken","Wed Dec 24 10:02:25 UTC 2025","Wed Dec 24 10:02:25 UTC 2025","0","tests","test_branch","TestBranch","","","test_create_branch_button_visible","Test that create branch button is visible."
"broken","Wed Dec 24 10:02:38 UTC 2025","Wed Dec 24 10:02:38 UTC 2025","0","tests","test_comprehensive_dashboard","TestDashboardComprehensive","","","test_dashboard_access_with_both_users[shishir@codezyng.com-test12345]","Test dashboard access with both user accounts."
"broken","Wed Dec 24 10:03:48 UTC 2025","Wed Dec 24 10:03:48 UTC 2025","0","tests","test_reports_comprehensive","TestReportsComprehensive","","","test_export_reports_excel","Test exporting reports to Excel."
"broken","Wed Dec 24 10:03:54 UTC 2025","Wed Dec 24 10:03:54 UTC 2025","0","tests","test_search_comprehensive","TestSearchComprehensive","","","test_search_users_by_email","Test searching users by email."
"broken","Wed Dec 24 10:02:36 UTC 2025","Wed Dec 24 10:02:36 UTC 2025","0","tests","test_comprehensive_dashboard","TestDashboardComprehensive","","","test_dashboard_page_interactions","Test basic interactions on dashboard page."
"broken","Wed Dec 24 10:04:23 UTC 2025","Wed Dec 24 10:04:23 UTC 2025","0","tests","test_ui_elements","TestUIElements","","","test_dashboard_content_visibility","Test that dashboard content is visible."
"broken","Wed Dec 24 10:02:20 UTC 2025","Wed Dec 24 10:02:20 UTC 2025","0","tests","test_accessibility","TestAccessibility","","","test_alt_text_for_images","Test alt text for images."
"broken","Wed Dec 24 10:03:04 UTC 2025","Wed Dec 24 10:03:04 UTC 2025","0","tests","test_edge_cases","TestEdgeCases","","","test_concurrent_user_actions","Test concurrent user actions."
"broken","Wed Dec 24 10:02:40 UTC 2025","Wed Dec 24 10:02:40 UTC 2025","0","tests","test_comprehensive_login","TestLoginComprehensive","","","test_login_page_elements","Test that login page has all required elements."
"broken","Wed Dec 24 10:03:17 UTC 2025","Wed Dec 24 10:03:17 UTC 2025","0","tests","test_login","","","","test_login_with_trimmed_and_uppercase_email[ kranjith@codezyng.com  -test1234]","
    Backend trims spaces and normalizes email case
    "
"broken","Wed Dec 24 10:04:13 UTC 2025","Wed Dec 24 10:04:13 UTC 2025","0","tests","test_tasks","TestTasks","","","test_tasks_page_refresh","Test that tasks page works after refresh."
"broken","Wed Dec 24 10:04:40 UTC 2025","Wed Dec 24 10:04:40 UTC 2025","0","tests","test_users","TestUsers","","","test_users_page_loads","Test that users page loads correctly."
"broken","Wed Dec 24 10:04:19 UTC 2025","Wed Dec 24 10:04:19 UTC 2025","0","tests","test_tasks_comprehensive","TestTasksComprehensive","","","test_add_task_and_verify_in_list","Test adding task and verifying it appears in list."
"broken","Wed Dec 24 10:04:01 UTC 2025","Wed Dec 24 10:04:01 UTC 2025","0","tests","test_security","TestSecurity","","","test_xss_attack_prevention","Test XSS attack prevention."
"broken","Wed Dec 24 10:04:51 UTC 2025","Wed Dec 24 10:04:51 UTC 2025","0","tests","test_users_crud_comprehensive","TestUsersCRUDComprehensive","","","test_delete_user_with_confirmation","Test deleting user triggers confirmation dialog (dialog dismissed)."
"broken","Wed Dec 24 10:04:19 UTC 2025","Wed Dec 24 10:04:19 UTC 2025","0","tests","test_tasks_comprehensive","TestTasksComprehensive","","","test_task_pagination","Test task pagination."
"broken","Wed Dec 24 10:02:30 UTC 2025","Wed Dec 24 10:02:30 UTC 2025","0","tests","test_branch","TestBranch","","","test_branch_form_validation","Test branch form validation."
"broken","Wed Dec 24 10:03:23 UTC 2025","Wed Dec 24 10:03:23 UTC 2025","0","tests","test_pagination_comprehensive","TestPaginationComprehensive","","","test_users_pagination_next_page","Test users pagination - next page."
"broken","Wed Dec 24 10:04:14 UTC 2025","Wed Dec 24 10:04:14 UTC 2025","0","tests","test_tasks_comprehensive","TestTasksComprehensive","","","test_add_new_task_complete_details","Test adding a new task with complete details."
"broken","Wed Dec 24 10:03:10 UTC 2025","Wed Dec 24 10:03:10 UTC 2025","0","tests","test_invalid_login","TestInvalidLogin","","","test_login_with_wrong_credentials","Test login with completely wrong credentials."
"broken","Wed Dec 24 10:03:55 UTC 2025","Wed Dec 24 10:03:55 UTC 2025","0","tests","test_search_comprehensive","TestSearchComprehensive","","","test_search_reports_by_name","Test searching reports by name."
"broken","Wed Dec 24 10:02:24 UTC 2025","Wed Dec 24 10:02:24 UTC 2025","0","tests","test_branch","TestBranch","","","test_branch_search_functionality","Test search functionality on branch page."
"broken","Wed Dec 24 10:02:24 UTC 2025","Wed Dec 24 10:02:24 UTC 2025","0","tests","test_branch","TestBranch","","","test_branch_filter_by_location","Test filtering branches by location."
"broken","Wed Dec 24 10:03:40 UTC 2025","Wed Dec 24 10:03:40 UTC 2025","0","tests","test_positive_cases","TestPositiveCases","","","test_smooth_user_experience","Test smooth user experience throughout."
"broken","Wed Dec 24 10:02:39 UTC 2025","Wed Dec 24 10:02:39 UTC 2025","0","tests","test_comprehensive_dashboard","TestDashboardComprehensive","","","test_dashboard_responsive_elements","Test that dashboard elements are responsive."
"broken","Wed Dec 24 10:03:49 UTC 2025","Wed Dec 24 10:03:49 UTC 2025","0","tests","test_reports_comprehensive","TestReportsComprehensive","","","test_pagination_next_page","Test pagination - next page."
"broken","Wed Dec 24 10:04:04 UTC 2025","Wed Dec 24 10:04:04 UTC 2025","0","tests","test_security","TestSecurity","","","test_secure_cookies","Test that cookies are secure."
"broken","Wed Dec 24 10:03:17 UTC 2025","Wed Dec 24 10:03:17 UTC 2025","0","tests","test_login","","","","test_dashboard_visible_after_admin_login","
    Dashboard should be reachable after admin login
 "
"broken","Wed Dec 24 10:03:14 UTC 2025","Wed Dec 24 10:03:14 UTC 2025","0","tests","test_invalid_login","TestInvalidLogin","","","test_login_case_sensitivity","Test login case sensitivity - username is case-insensitive, password is case-sensitive."
